sampleID,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29,x_30,y_30,x_31,y_31,x_32,y_32,x_33,y_33,x_34,y_34,x_35,y_35,x_36,y_36,x_37,y_37,x_38,y_38,x_39,y_39,x_40,y_40,x_41,y_41,x_42,y_42,x_43,y_43,x_44,y_44,x_45,y_45,x_46,y_46,x_47,y_47,x_48,y_48,x_49,y_49
msp_0,5.726989094841315,8.627192275168508,4.800253869123779,7.469359629201222,8.59073871827119,9.976430577177423,7.9555417276354525,9.248995987756075,6.745456709481058,9.036525996597572,9.168009427392631,10.252873298576388,5.933095317407993,9.294593089396379,8.596356866588714,9.90165596850607,4.989677909330496,8.753025420592234,7.616714852525817,9.516555895000451,8.79538156158576,10.569182815851912,9.12138254861167,10.137892444830742,7.179920023755404,9.796705670509333,7.41158251055699,9.574872258906378,7.567901432717818,10.24634814394864,5.1137666709703,9.137019763542856,7.82106945447255,9.007014081693502,6.855394354973168,10.109860998952438,7.655149877521392,8.78529662055908,7.698826119815006,9.895969354223222,6.273554423221899,8.871918342319699,10.133343412847235,10.380672560640463,9.79126572089085,11.343706739030337,6.919742108380444,10.975044744991271,7.511155405798458,9.240889537608187,6.587404927972749,9.582795540922813,5.5780143580646,9.32672481271267,8.0304708387118,9.238844440213914,5.7362196408930615,9.260053293306058,6.825797594877841,9.42339053375478,6.047245721353132,9.2691377604494,6.660094625345117,10.48156123135539,9.663562855946605,11.31837240187661,7.043153758641356,9.961667897959098,6.700820231151386,9.038907182306435,6.995077145170082,9.651372681073145,6.807184707024426,9.70851777720273,7.121790779384465,10.052697417965552,6.415790452043989,9.240346754980123,6.675132638009238,9.662204807452351,8.562112427633263,9.834285385405114,8.097354775042017,9.362928245960205,7.798086895705506,9.031953515077586,8.708206456301813,11.036108630868963,7.096857048281279,9.488805082864829,8.453781429292068,10.299991199840205,8.11370266563809,9.655123426663959,7.463735436863384,10.827352415586667,6.719216511586367,9.829870865392984,6.394390662444724,9.447761977887211
msp_1,8.505676814494656,43.153245714305854,8.135274717829972,41.562346470574795,10.817399020901908,43.58556451556966,8.312411830143716,43.85802627088232,10.853470978352268,44.978916089309976,7.819007420071856,44.360947144391865,7.603471099737238,43.81080418224098,6.83375407997233,45.20415743642286,8.99007751935455,43.86022260801816,8.718634312650735,42.0426788484608,10.875343210903555,43.506000648415416,8.039396087693465,44.09354351821377,8.242050236126971,42.944968424871846,7.652482365691213,44.514798292161316,9.09388875660241,42.56447444171767,9.030881581391121,43.35601955758846,8.002823545382391,42.813645276829305,9.4057437441913,42.91675885218681,7.400353036202834,42.71596288863556,7.681214401683022,43.93734143268377,6.276133245400434,43.35968292021748,8.346168476015134,44.35481017176747,10.510271021188558,45.302273378542424,9.964804080032167,44.48112896480578,8.881877849920595,44.137216514253055,7.7081845836335425,43.94034942309935,8.82047391071977,43.276223789497145,7.531760399673388,44.09763203256075,8.07091673100135,43.98590283325875,10.315235654945212,44.823868467140585,9.041848397930792,43.27843020928242,8.843244978779051,42.87784822756525,8.505449973654876,43.5575801220554,8.284228987764003,42.61417854256225,9.893765374636533,44.6806410709953,9.051571853777244,43.84139157975173,9.603859370259007,43.560700702056366,8.675234372733389,44.3856160266827,7.676179558382071,44.06600948304106,7.129501662366714,43.21739993223619,7.666113282920616,44.01816058969301,9.0187055155627,42.13988063036469,8.277422057000422,43.06713820766655,7.586459742324067,43.45802740239097,10.304993705750697,43.97496651950202,9.957152892007755,43.77065675262174,7.613167266460106,43.463144346980584,11.397489037603457,43.34491183879129,9.965847889009193,43.33533836315022,8.441354644640736,43.86722500805263
msp_2,29.495564589888037,17.682466787506428,26.844401183296128,17.953426228052876,30.868503848908684,19.20225142431201,29.25324356836475,15.686581964916305,30.752845294493063,18.961253836900788,30.1866526903684,15.8602505601555,32.305809196216515,15.55228443528965,31.67235785670494,16.541454521463542,29.902606598887637,16.36789599514738,31.91019749246493,19.02430862593203,30.93262604065385,19.69075704989843,30.965048504217624,16.600376684556515,29.33782578051581,14.884886141724138,28.605556260586837,16.36116834731009,29.169110347575128,19.613841558663147,25.128442327831756,21.52755572910899,23.967250255028244,14.646058424493985,27.435988981867677,17.254184406900833,27.588642846813624,12.17862153123649,29.620864732779363,16.980015322950063,31.420885171752765,16.30498530398102,31.818173877426997,17.942128619357963,31.98676565652645,16.86934816272217,28.99345324382317,20.72612415535417,31.852900992755814,16.10970538989296,29.658054265118935,16.97392540268971,30.811997454605788,18.719165642908727,28.899801235613964,14.49440025297723,29.128606465897963,18.85475459188419,32.316186738243836,19.734440968807935,30.262105411503487,19.285002248909347,31.070620316329105,19.03212477979819,27.506486381913504,16.384194597963376,30.11919440326529,19.913897845045142,31.001740862836925,18.542999911492135,30.325539832055867,18.553864806482014,30.113154552709904,17.427086720782764,28.61749674452808,20.257571252784114,31.757890071470715,14.544767288022337,33.38485781242405,16.733206348469203,33.830721158074944,17.067909138981403,30.82358808345485,15.311842653928682,28.696009898233676,17.62776001209919,30.822954890509227,15.166778535144166,32.310132816734104,18.31840553438483,29.81136626697503,19.427686862426572,29.75584910340199,14.690983349505109,30.32327440840597,17.555366589136703,32.020875355434214,18.458891290103857,30.551661773985117,16.982056219240405
msp_3,32.65915217950176,44.34888997610598,31.206864676954638,44.074914142936095,34.03631997350001,45.40929061967388,33.7274036834069,44.55696057122651,32.46153372715432,44.30125954016241,32.66594717127377,43.054111424593074,33.63710909018344,44.74995424455458,33.03535492049792,44.75605928878909,33.52996175757763,45.74456560054168,33.34166680485914,45.490182035670756,34.17190342566378,44.49385999016241,33.14515526758701,42.84262953307947,31.451753434450005,43.87995099208454,32.85384302055988,42.64252087013155,30.685986088931095,43.56544122773364,32.57778965754086,45.731617798222125,32.109571829357876,41.71594891299144,33.169039220217385,42.83264771013617,34.44834054198317,46.03786987268357,33.261451278873814,44.988494606275765,33.459438134389615,44.350387249547474,33.16482134505368,44.40049297592799,33.34939730189896,45.029860356035385,31.054500119357918,42.75099505410675,33.94318048914309,43.797651366049536,33.431733704457706,45.4579679707174,34.62588187443998,45.66468412993014,34.499119631474215,44.960553904242396,32.8284104101662,44.28832014005073,33.42410383606109,45.281047721034554,34.41905590123882,43.651046282342634,34.58585299407017,43.71850928973009,32.92777693141058,45.064462328463904,33.04390494403033,44.46352633932918,33.504608456199364,44.797967821176776,34.52503918216682,45.93179367883296,32.03814382755864,42.73907232114671,32.7695486233841,44.22995168245605,33.939765084769725,45.38113818200233,34.63353562081973,45.176119268778265,32.95073475940938,44.27431533998181,32.20322213199686,43.65872421988942,33.286182047120356,44.002675320598314,31.86635026675637,45.74090391835422,33.23857617103087,45.11773568720942,33.57897643467206,44.60896687702603,33.77620772257867,43.895622790193826,35.59195693015687,45.836129500968326,33.15014747163236,43.62175786616776,33.47887140152073,44.25739497378382
msp_4,48.160783175304545,32.123743910369924,48.89302199496949,33.0461248462271,49.203437481289406,34.87079451827453,48.999018067674164,34.91848292945237,48.45397069679285,35.17357059934234,48.200557072925875,33.75048865329348,48.48601495015947,32.63956721427654,48.44775389332674,33.146144728648814,48.00181038587533,33.9498948916639,48.30512387778293,33.621112296813195,48.609979205172934,34.32436953310379,48.348549401253635,32.17635433491491,48.44756457503189,33.28305198403825,48.55928454140797,33.86865898514458,48.08911170335584,32.850660923786805,48.63155466850526,34.0397354992575,47.776253840475306,30.93861249105014,47.9238283040982,32.522756359657954,48.79616266195424,34.7768443908143,48.82873905323072,33.78538134211412,48.75060347013344,34.12676808898271,48.45421288776465,32.93012732532982,48.68210094766074,32.763138065232695,48.991112749686394,33.49146454901888,48.95573581210227,33.45672394016059,48.7954531447411,34.29906208301523,48.747373120129375,33.79656636122364,48.812810732909725,33.986924261944544,48.19945527456124,32.85645844721346,48.667211319606096,33.35250715491045,48.56823707951322,34.774629568821155,48.88984622321259,34.47688893092668,48.47348583129471,31.72648122086972,48.481522478189724,30.576889040265765,49.02952048555838,33.495028765595094,48.86257756647288,35.44369402020624,47.89239805601218,33.370377810817935,48.298443159215914,33.7891959444847,49.06641538064177,34.309751371860735,48.33676902771715,32.78726038390193,48.24757282171789,33.06314687914025,48.67245935918504,31.395001097184036,48.39251729605553,33.800145701774014,47.721673887740295,32.426089378284665,49.25539938373072,32.7957222474425,48.838378936136195,34.65107258150798,48.51366224348888,33.54099976548538,48.319080558925094,33.626993842318505,48.44992167308132,31.661586768426496,48.77474752222296,33.642397609996905
msp_5,6.382216302186528,16.230324965336628,5.382654933478712,13.570294343845424,6.126348362767363,18.156913418783198,6.910557612724745,15.520664406432322,6.356845945106027,18.250917320373766,6.826000557734485,16.565415097631387,5.840926302508468,18.3319977860476,6.847388408342184,13.919055708556884,5.495611438267122,15.511680765783355,5.752589703902046,16.90696232667019,7.137108505565305,19.29255709411092,6.007243277321795,18.04942985511525,7.676278481455057,15.565320460791774,6.806424022704565,16.33608859705467,8.000717166155876,18.06321703800048,5.243623671107329,16.578188134027343,8.024808345568456,15.218327760835841,7.23712484906499,16.95469442932892,7.225233613463963,15.968471837673972,6.8103280729470725,17.776685785618334,5.631055886457645,17.48403772591067,7.55481970910051,17.485049351737587,6.613036237297507,17.47094372517428,6.293362915802266,17.10601819297266,7.24831338973377,14.631841048566079,5.8892587515133314,17.658668373950377,6.094363804358579,17.440678972445532,6.553293523494759,16.549754222392323,6.665700834671075,16.602842732564817,7.090780101573525,15.469263899819852,5.8845957225211905,17.80900739883237,6.488353937219788,17.56426620770702,6.965383167571993,18.0096369986679,6.952905215813942,16.86346829765843,6.8482889494204,16.91760288271008,6.9646651225077285,16.906942161371315,6.5130812943258825,18.465226554833862,6.260933203565042,17.75907643837544,5.501325098517185,18.00302446107836,6.487804743607693,16.639421744503906,6.150768717233156,16.051217620946595,7.520960729015659,14.648535395372505,5.860509659819282,16.370476313182635,6.158887231498916,18.75561610106749,5.57954596012566,16.681196681786542,7.425239011339752,16.86441186560164,8.159718950278897,16.48581510098332,6.593156110767737,18.54461397562295,6.620305377591766,16.238479308069344,6.7186587901231505,16.801891036880203
msp_6,10.743166635262023,10.100213583882159,6.0554989756665805,9.134613371210396,14.143919307612185,11.691862304554748,13.652077199865415,9.995745572616858,12.1365646355109,12.693648305837531,15.450156699924019,9.330855338098967,11.832453789523628,10.905398844000546,12.64887273315935,9.559798697997056,7.276489409832589,8.97836087243321,9.789822808481432,13.427338339014169,15.59391068624538,14.801848801838611,16.24955661108056,10.04207870766611,12.590412608164973,11.547233420137625,12.968883757558924,9.055888044401048,13.251137721126925,13.211457051462585,10.07394351865949,10.573726729865156,12.704904978940005,8.406624236069977,12.245232483971314,12.796348492568093,10.203860213754357,9.656776981171738,11.157951080293016,10.766138970408983,12.365481154252008,6.143160181157388,18.51394881738205,10.83125608136062,18.265541468514776,11.722669839911559,10.078864088755441,12.928479933007221,14.227701180935684,10.28752232336895,9.932773471227337,12.599941002184588,9.804825004170851,12.570150974200196,12.882775486450027,9.630061321045051,9.782829970563444,10.397895406321581,14.737779245516384,9.548134753039243,11.009885412445636,7.917293093560843,12.370824705763484,10.630979374255407,13.632364219217587,13.966462645771248,10.55485974355196,13.318100394344063,13.150380307364957,10.118485025104794,12.444155697540038,14.370428196595538,11.371537933861715,12.29275796309173,11.72635708817574,12.778762671507218,12.350517333892626,8.891957608077075,10.52044133643367,10.795679452819792,17.06810837028127,8.525786028449112,10.78426320259199,8.988725836055139,13.124614257992508,9.445747128441248,13.706567610163667,13.361846489591764,15.353803068480158,11.105386515155212,13.14277175859614,11.49164441290459,14.553816441166594,9.766141799180602,10.445578742596053,12.965784895705823,12.7502995832342,11.2501044629757,11.435664815924996,9.622218700224114
msp_7,36.97308761657035,2.7342113649555166,39.135050523897895,1.6913091594866927,38.715330158638935,2.7295414178243043,37.95363017171147,2.306866670747624,39.285884332218664,2.678511448578668,37.74131226238935,2.9915609092026756,39.775270418843014,4.083659722161052,39.355769219357825,3.0238438722605316,39.65484692761437,2.381871499914471,39.93288216323356,2.790289380686282,39.65007133098746,2.6202875089592546,40.391813587939964,2.826971739782106,37.424962244475374,2.8521430741032567,39.64234680344342,2.2144121362873115,40.782175972934944,3.748673777243816,40.116452686431856,3.2295147968149003,36.691704346601654,2.7541397215690786,37.3373641577759,3.6359816849205195,38.292406732499494,1.5824972067553276,37.80146942975651,2.914939495242656,38.45215385081036,3.372955609039952,39.176552164156035,4.164867061173641,39.51456718783909,2.815161596407446,38.783763605517564,4.524873100670465,40.290456666244296,1.4472065361590651,40.722927874497124,2.845654889190115,39.988337073493426,2.201205545965532,38.70331526919668,2.3169341962111396,38.326044841240346,3.353151605102788,39.76387891531759,2.394345417710447,38.33946256219177,3.1563500511704277,37.56716927860366,3.1589513747253477,39.761236987040775,2.426584689287406,43.38393295427163,3.4922972086673916,38.88504548212338,2.4755393131904526,39.22464839168489,2.1984781892926435,39.390125373162945,2.894229733297678,36.98400667714375,3.263992416567021,39.71809458822724,1.7557288871855583,39.25067368773137,2.7358077844498148,40.36420893386615,2.492518494843491,38.35155676064944,2.2953253980246338,37.10798287114878,3.075053648754473,37.79182187178502,3.6631174554404424,40.435718376643585,2.370291577035303,37.61108600629885,3.746576586160778,37.09826112087255,3.281425317444757,38.67695568138631,3.033736631800462,40.79147474179564,3.381811536129373,40.250998299114386,1.8638048065079715
msp_8,40.665908956341944,47.575223526134295,41.72974473893741,47.011033752875164,44.58166452729432,47.49035450493426,42.95478590238518,47.324518447866566,40.672753409650454,47.18921601417928,39.70456259407082,45.691161167353464,42.46562495103038,46.88317399491446,39.7899485561899,47.83322340127018,39.80578989242947,47.41934912671102,36.80020504918012,44.89450078733463,42.922630786954,47.688278593837346,42.15931818337984,46.32350124860341,43.75237023403838,46.14155143729273,42.5910423518746,45.04312408137064,40.051571089544495,45.76710872424273,38.996230752234275,47.54032075466422,40.64983736812214,43.08716402989134,41.051216031193285,45.076223739032955,43.84995955110946,46.76432476466789,43.114782033948735,47.37834467188958,43.33050255586753,46.65681347371399,43.81689877788939,45.901164270282884,43.64042854353319,46.79450381487642,40.95659611188202,46.14510052989479,43.19737597761129,46.47045418371591,43.31754533887657,47.410036119513755,43.64629911624385,48.65110775835532,42.57619365750533,48.0508607502655,41.15549800582294,46.21215182909689,40.81691332168511,47.18852703313438,42.8382067664412,46.88791956191646,43.09503664746665,48.26895685981022,40.46460220838532,47.251583922717586,39.358747997753866,43.425275596134256,43.169290352734336,48.30260098054217,44.133778375357885,46.73911982151528,39.82102404566934,47.35142399789099,42.41737948610694,47.45784132138091,42.99307936505217,47.948710067929284,45.43509775592911,45.93540998909794,41.67042330097996,46.323677694968566,40.05395888785796,46.12337073991503,41.210671496995865,47.05528818169868,35.25575236926648,46.44922348488332,43.75362553372317,47.15794803783149,43.94060890293949,48.12484723183914,44.06642881835654,44.74115713292021,42.61862142239505,47.45565842777765,43.05706383200175,47.02809191528213,41.615062197082416,47.51868338897097
msp_9,5.487573085801884,5.562596185211472,4.126379662520677,4.999636495183736,7.784206965223412,5.854099023987175,6.487243611004033,6.562791648545463,6.43783153604744,6.363118219964939,6.286161998316963,5.918997677534328,4.7269092327854345,6.5348475856289525,6.80487195380082,6.102017930126966,4.495219456860266,6.118904687493494,5.520263750283366,6.721963074334855,6.297826393078211,6.530829649828039,7.665463460665311,5.428676754938731,6.802361354431238,7.517534528214423,6.343402640601251,6.973115150060991,6.562796960782329,7.705426380927026,3.9781928991873983,6.2742531087044355,7.89592522602927,5.271016046123414,6.4065240890175446,6.344226695801886,5.255236898761858,5.368248075975611,5.868005640953321,6.84961277709894,4.998081253823649,5.0620312907872,8.44630420943049,6.82479601594968,6.430688607949751,6.976291184633858,3.8323018333754924,6.745643856980802,7.914413607256343,5.470119805010711,5.505464517450591,6.105750190860476,4.267926640972313,6.62677446143536,6.485660841836253,6.641353972522236,5.0523217980840975,6.366218634667021,6.398922362529625,5.512653461663536,4.94629502511539,5.6200656065646335,5.382996047523491,6.540135935259013,7.98844217725447,8.21888362309894,5.430670146421928,6.364625576055868,5.050739028916318,5.443486486521099,6.076567884642412,6.712608056098269,5.819732886906294,5.475314049912686,6.009840860772794,5.148903398342188,6.3192074214050145,4.89543903501168,5.916387551494676,6.073568054296999,6.538598330445641,5.766855538844567,7.081998120490667,5.974038860814584,6.378261084837305,5.685090293229759,6.932854532261782,7.755390950215414,5.910839331556328,6.7182963508226905,6.409722033187354,7.523059820106269,7.385176872350577,6.532689898649291,7.384412776890272,6.746000110594267,6.003195959180484,7.029233496389505,5.436871599756028,5.25325209825581
msp_10,36.45580692893412,13.894036454198085,40.222458992557875,11.239663879482992,37.60295725861174,15.96693843473866,38.05335486270286,14.97783892711083,38.496988175286006,15.147781143162018,36.02114065180314,14.137371115726879,38.84218620796702,14.56113394872204,38.64673041866348,14.156563438931489,40.44544353806026,11.58416616502782,41.00107738332132,13.32378196730219,38.99105008267918,13.679071847524543,38.71078481399225,13.046416683479679,37.33089237156131,14.05154256238869,39.57302560726325,11.380511770360988,38.08720360936637,13.484127181530287,38.959322212589086,14.606108446759565,37.30750132872564,13.02737644023742,36.39131164370248,15.458827517431075,38.342147982509296,11.492679564913525,38.596201195210234,13.509520334139065,39.4619503464318,14.487501200099503,38.897168675274855,15.95574753408363,38.29122647790456,15.047673037557724,38.07890174630154,15.186980803734116,38.74427027419806,13.316403988576173,39.398344516071916,14.194379255868267,38.614223102981065,14.16978851411057,40.09388287565899,14.04154477525045,38.349216718302245,14.959683436356727,39.0688104403272,14.688980263150157,39.07006744558221,15.811604297281088,37.87773314953306,15.339640518428345,39.61996972210586,12.067598957615916,40.0908077325453,12.461629737860951,38.945948836463494,12.68754578226538,39.35993848577015,13.688224372551591,39.00700483933865,12.159385516550982,35.03376217120463,15.918564403399065,39.889089942164716,12.014990213512498,41.1813152223021,13.244652494294549,39.21874200199953,14.093419166386491,39.025811309412475,13.18182498498605,37.47210335267884,14.389362572018701,37.145602633577326,14.754963641732648,38.652033036489584,13.918288586978834,36.61654157240463,16.602515886678876,39.283002771325386,13.9402477572333,39.02337234399229,12.790088847708871,38.86647523352556,15.95034491442661,39.26977095752837,14.30305593305301
msp_11,9.728096516508288,10.077194895215952,6.66631142881123,9.882571193562127,8.776587883288613,12.53541456644584,10.82722822210224,10.687944663136685,9.154547361615395,11.846512502292132,11.988125447784487,9.757855541784409,6.698203886427926,16.799206531467423,11.32703534279462,8.471578344189037,7.0902155578294135,11.462056878129738,6.5746012123019355,15.240729727444776,9.221820167956658,14.04010379660165,10.623358854884208,9.926948294620471,10.975654618051975,10.273525925507888,11.464392587991247,10.240604394652314,9.96428899782455,15.973466110028767,7.46661614497155,12.64169577416835,11.990044214286373,9.218447240401499,9.027554013884291,13.505041957347165,10.509851450913478,8.757932309985236,8.398145728588467,14.231925361932587,9.085186937320076,9.798355864133967,14.020136695827572,11.581008615312255,8.128858362647662,15.582605482811092,7.365629332014468,14.121952224074318,12.137644261462627,10.04516567883561,7.99028760423673,14.99192606881683,6.969930217788907,13.992367492838989,9.339021837032353,11.192135950475375,7.90781305048985,12.22228444462633,8.349890030243682,11.846359582108995,7.250801816690437,12.746051195848262,8.66323227506781,12.482515105950304,8.681928735862197,15.324536709570712,8.090732045862616,15.277980075792257,9.660646330863738,11.088108214902187,9.935799152804535,12.957728858805122,8.230259629169154,11.355740381134199,8.910545074243895,13.682112606550788,10.515880641654963,11.144077001930707,8.02883008015641,12.258003070480072,11.128030261855148,9.572044075739111,10.21826545986541,9.314981887000926,9.851781058005026,9.650848383302385,9.469138083843417,13.681096779619942,8.81720262703033,12.386666919733429,9.650024039509292,13.393249741486184,10.891443793817166,11.207654828401527,7.044187334197041,15.49343285074274,7.891599899941461,14.153003423459204,9.091147905252605,10.685943257223308
